qasrl_id	sentence	worker_id	full_question	full_answer	question_start	question_aux	question_body	answer	untokenized sentence	target indices for untok sent
Wiki1k:wikinews:1729819:3:0	Hamas Ministry of Interior spokesperson Iyad Al-Buzm said the memorial had been cancelled due to the tense atmosphere between the two movements following the attacks during the last few days , and due to technical reasons , including the delay in salary payments to security personnel by the unity government .	Worker-9	What is the reason the memorial had been cancelled	due to the tense atmosphere between the two movements.	What is the reason	_	the memorial had been cancelled	due to the tense atmosphere between the two movements.	Hamas Ministry of Interior spokesperson Iyad Al-Buzm said the memorial had been cancelled due to the tense atmosphere between the two movements following the attacks during the last few days, and due to technical reasons, including the delay in salary payments to security personnel by the unity government.	12,22,35
Wiki1k:wikinews:1583366:2:1	A statement from the Libyan government made reference to this , saying the incident `` represents a clear violation of international resolutions '' .	Worker-5	What is the result of the incident	A statement from the Libyan government saying the incident  ""  represents a clear violation of international resolutions  ""  .	What is the result of	_	the incident	A statement from the Libyan government saying the incident  ""  represents a clear violation of international resolutions  ""  .	A statement from the Libyan government made reference to this, saying the incident " represents a clear violation of international resolutions " .	6,10,14
Wiki1k:wikinews:1729819:4:0	In June 2014 , after an agreement between Hamas and Fatah , a reconciliation government was established .	Worker-9	After what was a reconciliation government established?	an agreement between Hamas and Fatah.	After what	was	a reconciliation government established?	an agreement between Hamas and Fatah.	In June 2014, after an agreement between Hamas and Fatah, a reconciliation government was established.	5,14
Wiki1k:wikinews:1583366:3:0	Algeria and Tunisia are both reinforcing their borders with Libya , following an arms-smuggling incident .	Worker-5	After what are Algeria and Tunisia both reinforcing their borders with Libya	following an arms-smuggling incident	After what	_	are Algeria and Tunisia both reinforcing their borders with Libya	following an arms-smuggling incident	Algeria and Tunisia are both reinforcing their borders with Libya, following an arms-smuggling incident.	3,5,10
Wiki1k:wikinews:1583366:3:1	The US has previously accused Egypt and the United Arab Emirates of launching aerial attacks on Tripoli .	Worker-4	In what manner has the US previously accused Egypt and the United Arab Emirates	The US has previously accused Egypt and the United Arab Emirates of launching aerial attacks on Tripoli	In what manner	has	the US previously accused Egypt and the United Arab Emirates	The US has previously accused Egypt and the United Arab Emirates of launching aerial attacks on Tripoli	The US has previously accused Egypt and the United Arab Emirates of launching aerial attacks on Tripoli.	2,4,12
Wiki1k:wikinews:1729819:4:1	This reconciliation was to have enabled the first memorial ceremony for Arafat in Gaza since Hamas took over the strip in 2007 .	Worker-5	Since when was This reconciliation to have enabled the first memorial ceremony for Arafat in Gaza	since Hamas took over the strip in 2007	Since when	_	was This reconciliation to have enabled the first memorial ceremony for Arafat in Gaza	since Hamas took over the strip in 2007	This reconciliation was to have enabled the first memorial ceremony for Arafat in Gaza since Hamas took over the strip in 2007.	2,5,16
Wiki1k:wikinews:1729819:4:3	About two months ago , Palestinian National Authority President Mahmoud Abbas accused Hamas of establishing a `` shadow government '' in the Gaza Strip .	Worker-5	What is the reason palestinian National Authority President Mahmoud Abbas accused Hamas about two months ago	Hamas established a  ""  shadow government  ""  in the Gaza Strip	What is the reason	_	Palestinian National Authority President Mahmoud Abbas accused Hamas about two months ago	Hamas established a  ""  shadow government  ""  in the Gaza Strip	About two months ago, Palestinian National Authority President Mahmoud Abbas accused Hamas of establishing a " shadow government " in the Gaza Strip.	10,13,16
Wiki1k:wikinews:1588823:0:0	The current outbreak of the virus in West Africa is believed to have killed 2,100 people , including 79 health workers .	Worker-5	What is the result of the current outbreak of the virus in West Africa	believed to have killed 2,100 people, including 79 health workers.	What is the result of	_	The current outbreak of the virus in West Africa	believed to have killed 2,100 people, including 79 health workers.	The current outbreak of the virus in West Africa is believed to have killed 2,100 people, including 79 health workers.	10,13,16
Wiki1k:wikinews:1732668:0:1	Media photos showed University of Michigan coach John Beilen congratulating Hatch .	Worker-5	In what manner did media photos show University of Michigan coach John Beilen	showed Beilen congratulating Hatch	In what manner	did	Media photos show University of Michigan coach John Beilen	showed Beilen congratulating Hatch	Media photos showed University of Michigan coach John Beilen congratulating Hatch.	2,9
Wiki1k:wikinews:1588823:0:1	As well as Liberia , Guinea , and Sierra Leone are at the centre of the outbreak , with Nigeria , and Senegal also effected .	Worker-5	What is similar to liberia, Guinea, and Sierra Leone being at the centre of the outbreak	Nigeria and Senegal are also effected	What is similar to	_	Liberia, Guinea, and Sierra Leone being at the centre of the outbreak	Nigeria and Senegal are also effected	As well as Liberia, Guinea, and Sierra Leone are at the centre of the outbreak, with Nigeria, and Senegal also effected.	8,20
Wiki1k:wikinews:1588823:2:0	The UK military have said they will build a 50 bed centre near Sierra Leone 's capital , with the US saying it would send a 25 bed field hospital .	Worker-5	In what manner will the UK military build a 50 bed centre near Sierra Leone\'s capital	it would send a 25 bed field hospital	In what manner	will	The UK military build a 50 bed centre near Sierra Leone\'s capital	it would send a 25 bed field hospital	The UK military have said they will build a 50 bed centre near Sierra Leone\'s capital, with the US saying it would send a 25 bed field hospital.	3,7,19,22
Wiki1k:wikinews:1732668:1:0	Hatch survived a plane crash and eight-week coma in 2011 , an accident that killed his father and step mother .	Worker-5	What is the result of a plane crash in 2011	Hatch survived	What is the result of	_	a plane crash in 2011	Hatch survived	Hatch survived a plane crash and eight-week coma in 2011, an accident that killed his father and step mother.	1,13
Wiki1k:wikinews:1732668:1:1	Hatch had previously survived a separate crash in 2003 , that killed his mother , brother and sister .	Worker-4	In what case had Hatch previously survived a separate crash in 2003	Hatch had previously a crash in 2003, that killed his mother, brother and sister.	In what case	_	had Hatch previously survived a separate crash in 2003	Hatch had previously a crash in 2003, that killed his mother, brother and sister.	Hatch had previously survived a separate crash in 2003, that killed his mother, brother and sister.	1,3,10
Wiki1k:wikinews:1588823:3:0	The African Union also warned of the economic impact of the outbreak , urging a lifting of travel bans and border closures .	Worker-9	While what did the African Union also warn of the economic impact of the outbreak?	urging a lifting of travel bans and border closures.	While what	did	The African Union also warn of the economic impact of the outbreak?	urging a lifting of travel bans and border closures.	The African Union also warned of the economic impact of the outbreak, urging a lifting of travel bans and border closures.	4,12
